id,lemma,vprašanje,odgovor,vrsta,podvrsta,split
528090,corvetta,Kako se glasi tožilnik množine besede corvetta?,4. Tožilnik (tožilnik) množine besede **corvetta** se glasi: **corvette**.,sklanjanje,posamezen_sklon,test
494218,logaritemsko,Navedi primernik in presežnik za pridevnik/prislov logaritemsko.,"Stopnjevanje besede **logaritemsko**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | logaritemsko |
| 2. Primernik (Komparativ) | logaritemsko |
| 3. Presežnik (Superlativ) | logaritemsko |",stopnjevanje,vse_stopnje,test
729132,zsri,Kako slovnično opredelimo besedo zsri?,Beseda **zsri** je samostalnik. Beseda je lastno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,test
37801,volnen,Razvrsti in naštej pomene besede volnen.,"Pomeni besede **volnen** so:
- Oblačila, ki so volnena, so iz volne ali iz mešanice volne in umetnih vlaken.
- Kar je volneno, je izdelano iz volne ali je podobno volni.",pomen,nastevanje_pomenov,test
85995,repenčenje,V kakšni obliki je dajalnik dvojine pri besedi repenčenje?,3. Dajalnik (dajalnik) dvojine besede **repenčenje** se glasi: **repenčenjema**.,sklanjanje,posamezen_sklon,test
459372,ženska,Izpiši primere iz korpusa za besedo ženska.,"Primeri uporabe besede **ženska** v povedih:
- *A veste, koliko žensk takole zapusti svoje partnerje in se potem vrnejo…*
- *O ženskah na pomembnih položajih pa pravi: ""Še zmeraj nam je bistveno težje kot moškim, zaradi tega nas je tako malo v politiki, gospodarstvu, javnem sektorju...*
- *Ženskam se je težje odločiti za tako pot, ker sta naše odrekanje in slaba vest drugačna kot pri moških.*
- *Še vedno obstaja neka ustaljena podoba ženske, s katero smo vsi obremenjeni, in dileme so zaradi tega hujše.*
- *Lisa, ki je črpala moč iz poguma, ki je bil večji, kot si je mislila, se je nagnila naprej, stegnila roko čez mizo in prijela drugo žensko za roko.*",primeri_uporabe,povedi_z_besedo,test
70863,načičkanost,Kako se glasi imenovalnik množine besede načičkanost?,1. Imenovalnik (imenovalnik) množine besede **načičkanost** se glasi: **načičkanosti**.,sklanjanje,posamezen_sklon,test
41347,kancerogeno,Stopnjuj besedo kancerogeno.,"Stopnjevanje besede **kancerogeno**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | kancerogeno |
| 2. Primernik (Komparativ) | kancerogeno |
| 3. Presežnik (Superlativ) | kancerogeno |",stopnjevanje,vse_stopnje,test
32609,rjast,Ali ima beseda rjast več pomenov?,"Beseda **rjast** ima registrirana 1 pomen:
1. Kar je rjasto, je prekrito z rjo.",pomen,stevilka_pomenov,test
10464,zrežirati,"Kako glasi spreganje glagola zrežirati v sedanjiku, pretekliku in prihodniku?","Spreganje glagola **zrežirati**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | zrežiram | zrežirava | zrežiramo |
| 2. oseba | zrežiraš | zrežirata | zrežirate |
| 3. oseba | zrežira | zrežirata | zrežirajo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem zrežiral / sem zrežirala | sva zrežirala / sva zrežirali | smo zrežirali / smo zrežirale |
| 2. oseba | si zrežiral / si zrežirala | sta zrežirala / sta zrežirali | ste zrežirali / ste zrežirale |
| 3. oseba | je zrežiral / je zrežirala | sta zrežirala / sta zrežirali | so zrežirali / so zrežirale |",spreganje,celotno_spreganje,test
17042,Egipčanov,Navedi slovnične značilnosti za lemo Egipčanov.,Beseda **Egipčanov** je pridevnik.,besedna_vrsta,osnovne_lastnosti,test
94231,trn,Podaj razlago pomena za besedo trn.,"Beseda **trn** ima naslednje pomene:
- Trni so majhne, ostre konice, ki štrlijo iz listov ali stebel rastlin.
- Trni so ostre konice na drevesih ali drugih rastlinah, na primer na vrtnicah.",pomen,razlaga_pomena,test
483049,blender,Kako se beseda blender sklanja v množini?,"Sklanjatvene oblike besede **blender** v množini:

| Sklon | Množina |
|---|---|
| 1. Imenovalnik | blenderji |
| 2. Rodilnik | blenderjev |
| 3. Dajalnik | blenderjem |
| 4. Tožilnik | blenderje |
| 5. Mestnik | pri blenderjih |
| 6. Orodnik | z blenderji |",sklanjanje,sklanjatev_po_stevilu,test
73807,oblazinjenje,Kakšna je leksikalna definicija besede oblazinjenje?,"Beseda **oblazinjenje** ima naslednje pomene:
- Oblazinjenje so mehke prevleke na stolih in kavčih, zaradi katerih so udobni.",pomen,razlaga_pomena,train
3790,odrecitirati,Kako se glasi Sedanjik glagola odrecitirati?,"Sedanjik glagola **odrecitirati**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | odrecitiram | odrecitirava | odrecitiramo |
| 2. oseba | odrecitiraš | odrecitirata | odrecitirate |
| 3. oseba | odrecitira | odrecitirata | odrecitirajo |",spreganje,spreganje_v_casu,train
35610,svojski,Poišči sopomenke za svojski.,"Sopomenke besede **svojski** so:
- svojstven
- samosvoj
- znakovit",sopomenke,navedi_sopomenke,train
551333,magneto,Navedi lemo za besedno obliko magnetov.,Osnovna oblika (lema) besede **magnetov** je **magneto** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
71003,nadsvetloba,"Ali je samostalnik nadsvetloba moškega, ženskega ali srednjega spola?",Samostalnik **nadsvetloba** je ženskega spola.,besedna_vrsta,spol_samostalnika,train
444953,vidovica,Poišči sopomenke za vidovica.,"Sopomenke besede **vidovica** so:
- Huntingtonova horeja
- svetega Vida ples
- tiki",sopomenke,navedi_sopomenke,train
713750,sehir,Katera je lema besede sehirju?,Osnovna oblika (lema) besede **sehirju** je **sehir** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
50830,burnett,S katerimi besedami se najpogosteje povezuje beseda burnett?,"Tipične kolokacije z besedo **burnett**:
- boni Burnetta",kolokacije,navedi_kolokacije,train
564560,radivojevič,Sestavi sklanjatveno tabelo za besedo radivojevič.,"Sklanjatvena tabela za samostalnik **radivojevič**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | radivojevič | radivojeviča | radivojeviči |
| 2. Rodilnik | radivojeviča | radivojevičev | radivojevičev |
| 3. Dajalnik | radivojeviču | radivojevičema | radivojevičem |
| 4. Tožilnik | radivojeviča | radivojeviča | radivojeviče |
| 5. Mestnik | pri radivojeviču | pri radivojevičih | pri radivojevičih |
| 6. Orodnik | / | z radivojevičema | z radivojeviči |",sklanjanje,celotna_sklanjatev,train
709130,radulski,Navedi slovnične značilnosti za lemo radulski.,Beseda **radulski** je samostalnik. Beseda je lastno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,train
25023,navijalen,S katerimi besedami se najpogosteje povezuje beseda navijalen?,"Tipične kolokacije z besedo **navijalen**:
- navijalno jadro
- navijalni sistem
- navijalna krona
- navijalni boben
- navijalna genova
- navijalni rotor
- navijalna peresa
- navijalna prečka
- navijalni stroj
- navijalni mehanizem",kolokacije,navedi_kolokacije,train
32670,rodoviten,Katere so sopomenke besede rodoviten?,"Sopomenke besede **rodoviten** so:
- plodonosen
- fertilen
- ploden
- radodaren
- plodovit",sopomenke,navedi_sopomenke,train
37216,vdovski,S katerimi besedami se najpogosteje povezuje beseda vdovski?,"Tipične kolokacije z besedo **vdovski**:
- vdovska pokojnina
- starosten in vdovski
- vdovski dodatek
- vdovski in družinski
- družinski in vdovski
- vdovski ali družinski
- državen in vdovski
- vdovski in državen
- vdovske tančice
- invalidski in vdovski",kolokacije,navedi_kolokacije,train
97401,vzmet,Razloži pomen besede vzmet.,"Beseda **vzmet** ima naslednje pomene:
- Vzmet je zvitek žice, ki se vrne v prvotno obliko, ko pritisnemo nanj ali ga raztegnemo.",pomen,razlaga_pomena,train
730785,škovrlj,Izpiši sklanjatveno tabelo samostalnika škovrlj.,"Sklanjatvena tabela za samostalnik **škovrlj**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | škovrlj | škovrlja | škovrlji |
| 2. Rodilnik | škovrlja | škovrljev | škovrljev |
| 3. Dajalnik | škovrlju | škovrljema | škovrljem |
| 4. Tožilnik | škovrlja | škovrlja | škovrlje |
| 5. Mestnik | pri škovrlju | pri škovrljih | pri škovrljih |
| 6. Orodnik | s škovrljem | s škovrljema | s škovrlji |",sklanjanje,celotna_sklanjatev,train
1130,fluorescirati,Navedi stavčne primere za besedo fluorescirati.,"Primeri uporabe besede **fluorescirati** v povedih:
- *Nekatere snovi ob osvetlitvi z močno svetlobo določene valovne dolžine fluorescirajo.*
- *Intenzivno fluorescira, saj zažari zeleno ali modro, če ga osvetlimo z ultravijolično svetlobo.*
- *Biološke preparate, ki fluorescirajo, lahko osvetlimo z ultravijolično svetlobo in si tako olajšamo opazovanje z mikroskopom.*",primeri_uporabe,povedi_z_besedo,train
543344,jorn,Iz katere osnovne oblike izvira oblika jornom?,Osnovna oblika (lema) besede **jornom** je **jorn** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
71241,nama,Prikaži primere rabe besede nama.,"Primeri uporabe besede **nama** v povedih:
- *Ko sem se znašel v položaju, sem namah razumel, kaj se dogaja. To me je prebudilo in prisililo, da sem se streznil ter utihnil.*",primeri_uporabe,povedi_z_besedo,train
707232,prousalis,Katere sklone ima beseda prousalis v ednini?,"Sklanjatvene oblike besede **prousalis** v ednini:

| Sklon | Ednina |
|---|---|
| 1. Imenovalnik | prousalis |
| 2. Rodilnik | prousalisa |
| 3. Dajalnik | prousalisu |
| 4. Tožilnik | prousalisa |
| 5. Mestnik | pri prousalisu |
| 6. Orodnik | s prousalisom |",sklanjanje,sklanjatev_po_stevilu,train
454351,obratovalec,Kateri sklon in število izraža oblika obratovalce pri besedi obratovalec?,"Oblika **obratovalce** pri besedi *obratovalec* izraža:
- 4. Tožilnik (množine)",sklanjanje,analiza_oblike,train
76964,pasha,Koliko ločenih pomenov ima lema pasha?,"Beseda **pasha** ima registrirana 1 pomen:
1. Pasha je judovski praznik, ki se začne proti koncu marca ali v začetku aprila in traja osem dni.",pomen,stevilka_pomenov,train
597268,delial,Prikaži pregled sklanjatvenih oblik besede delial.,"Sklanjatvena tabela za samostalnik **delial**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | delial | deliala | deliali |
| 2. Rodilnik | deliala | / | delialov |
| 3. Dajalnik | delialu | delialoma | delialom |
| 4. Tožilnik | deliala | deliala | deliale |
| 5. Mestnik | pri delialu | pri delialih | pri delialih |
| 6. Orodnik | z delialom | z delialoma | z deliali |",sklanjanje,celotna_sklanjatev,train
24564,nadalnji,Sestavi seznam 3 kolokacij z besedo nadalnji.,"Izpis 3 kolokacij za besedo **nadalnji**:
1. nadalnji razvoj
2. nadalnje delo
3. nadalnja reja",kolokacije,stevilsko_opredeljene_kolokacije,train
664304,castagno,Katero slovnično funkcijo ima castagnov v sklanjatvenem vzorcu castagno?,"Oblika **castagnov** pri besedi *castagno* izraža:
- 2. Rodilnik (dvojine)",sklanjanje,analiza_oblike,train
638607,sinuhe,Kako poteka sklanjatev besede sinuhe za množino?,"Sklanjatvene oblike besede **sinuhe** v množini:

| Sklon | Množina |
|---|---|
| 1. Imenovalnik | sinuheji |
| 2. Rodilnik | sinuhejev |
| 3. Dajalnik | sinuhejem |
| 4. Tožilnik | sinuheje |
| 5. Mestnik | pri sinuhejih |
| 6. Orodnik | s sinuheji |",sklanjanje,sklanjatev_po_stevilu,train
8893,umiriti,Navedi kolokativne zveze za lemo umiriti.,"Tipične kolokacije z besedo **umiriti**:
- nekoliko se umiriti
- razmere se umirijo
- strasti se umirijo
- malo se umiriti
- rast se umiri
- poskušati umiriti
- malce se umiriti
- skušati umiriti
- stanje se umiri
- morati umiriti se",kolokacije,navedi_kolokacije,train
482323,potrenirati,Katere so neosebne ter posebne oblike glagola potrenirati?,"Neosebne in posebne oblike glagola **potrenirati**:
- Nedoločnik: **potrenirati**
- Namenilnik: **potrenirat**
",spreganje,neosebne_oblike,train
9463,zabloditi,Navedi vse pomene besede zabloditi.,"Pomeni besede **zabloditi** so:
- Kadar nekaj zablodi, se izgubi.
- Kadar ljudje ali živali zablodijo, odtavajo proč od tam, kjer bi morali biti.",pomen,nastevanje_pomenov,train
18859,harmonikašev,Kako poteka stopnjevanje besede harmonikašev?,"Stopnjevanje besede **harmonikašev**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | harmonikašev / harmonikaševega / harmonikaševemu / harmonikaševem / harmonikaševim / harmonikaševa / harmonikaševih / harmonikaševima / harmonikaševi / harmonikaševe / harmonikaševimi / harmonikaševo |
| 2. Primernik (Komparativ) | harmonikašev |
| 3. Presežnik (Superlativ) | harmonikašev |",stopnjevanje,vse_stopnje,train
92309,surrealizem,Prikaži 2 pogostih kolokacij z besedo surrealizem.,"Izpis 2 kolokacij za besedo **surrealizem**:
1. predstavnik surrealizma
2. francoski surrealizem",kolokacije,stevilsko_opredeljene_kolokacije,train
88241,sestav,Katere so 12 tipične kolokacije z besedo sestav?,"Izpis 12 kolokacij za besedo **sestav**:
1. pevski sestavi
2. komorni sestav
3. rezervni sestav
4. vokalni sestav
5. imeti v sestavu
6. zborovski sestav
7. sestavi vojske
8. sestav sil
9. delovati v sestavu
10. godčevski sestav
11. instrumentalni sestav
12. član sestava",kolokacije,stevilsko_opredeljene_kolokacije,train
468642,hks,Kako se beseda hks sklanja v ednini?,"Sklanjatvene oblike besede **hks** v ednini:

| Sklon | Ednina |
|---|---|
| 1. Imenovalnik | hks |
| 2. Rodilnik | hks-ja |
| 3. Dajalnik | hks-ju |
| 4. Tožilnik | hks |
| 5. Mestnik | pri hks-ju |
| 6. Orodnik | / |",sklanjanje,sklanjatev_po_stevilu,train
22324,kvaren,Opiši pomen besede kvaren.,"Beseda **kvaren** ima naslednje pomene:
- Kar je kvarno, na nekoga ali nekaj slabo vpliva.",pomen,razlaga_pomena,train
472952,dihibriden,Navedi vse stopnje za dihibriden.,"Stopnjevanje besede **dihibriden**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | dihibridnem / dihibriden / dihibridni / dihibridno / dihibridnih / dihibridnimi / dihibridnemu / dihibridne / dihibridnega / dihibridna / dihibridnim / dihibridnima |
| 2. Primernik (Komparativ) | dihibriden |
| 3. Presežnik (Superlativ) | dihibriden |",stopnjevanje,vse_stopnje,train
54670,dukat,Prikaži številčni seznam 7 kolokacij besede dukat.,"Izpis 7 kolokacij za besedo **dukat**:
1. zlati dukat
2. milijon dukatov
3. vrednost dukatov
4. rimski dukat
5. dukati in groši
6. beneški dukat
7. ogrski dukat",kolokacije,stevilsko_opredeljene_kolokacije,train
539604,hibino,Kako se v slovenščini glasi dajalnik množine besede hibino?,3. Dajalnik (dajalnik) množine besede **hibino** se glasi: **hibinom**.,sklanjanje,posamezen_sklon,train
91531,stimulans,"Razloži, v katerem sklonu in številu je oblika stimulanse besede stimulans.","Oblika **stimulanse** pri besedi *stimulans* izraža:
- 4. Tožilnik (množine)",sklanjanje,analiza_oblike,train
85272,razpolovitev,Navedi 5. Mestnik sklon za množino besede razpolovitev.,5. Mestnik (mestnik) množine besede **razpolovitev** se glasi: **pri razpolovitvah**.,sklanjanje,posamezen_sklon,train
500109,polaščevalno,Izpiši stopnjevalni vzorec za besedo polaščevalno.,"Stopnjevanje besede **polaščevalno**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | polaščevalno |
| 2. Primernik (Komparativ) | polaščevalno |
| 3. Presežnik (Superlativ) | polaščevalno |",stopnjevanje,vse_stopnje,train
707894,pentagona,Kako se beseda pentagona sklanja v množini?,"Sklanjatvene oblike besede **pentagona** v množini:

| Sklon | Množina |
|---|---|
| 1. Imenovalnik | pentagone |
| 2. Rodilnik | pentagon |
| 3. Dajalnik | pentagonam |
| 4. Tožilnik | pentagone |
| 5. Mestnik | pri pentagonah |
| 6. Orodnik | s pentagonami |",sklanjanje,sklanjatev_po_stevilu,train
4826,pobrati,Izpiši število pomenov besede pobrati.,"Beseda **pobrati** ima registrirana 7 pomenov:
1. Pobrati nekoga pomeni iti nekam ponj.
2. Pobrati pomeni prinesti več stvari skupaj v skupino.
3. Kadar človek pobere nekaj, to s prsti odstrani od tam, kjer je bilo.
4. Kadar človek pobere nekaj, tisto stvar dvigne s tal.
5. Kadar človek pobere nekaj ali nekoga, jih prevzame ali odpelje od nekje.
6. Če pobereš nekaj, kot je nagrada, to osvojiš.
7. Pobrati pomeni zlahka pridobiti nekaj, kot je na primer nagrada.",pomen,stevilka_pomenov,train
5238,poklapati,Kakšna sta nedoločnik in namenilnik glagola poklapati?,"Neosebne in posebne oblike glagola **poklapati**:
- Nedoločnik: **poklapati**
- Namenilnik: **poklapat**
",spreganje,neosebne_oblike,train
69144,menzura,Kako poteka sklanjatev besede menzura za dvojino?,"Sklanjatvene oblike besede **menzura** v dvojini:

| Sklon | Dvojina |
|---|---|
| 1. Imenovalnik | menzuri |
| 2. Rodilnik | menzur |
| 3. Dajalnik | menzurama |
| 4. Tožilnik | menzuri |
| 5. Mestnik | pri menzurah |
| 6. Orodnik | z menzurama |",sklanjanje,sklanjatev_po_stevilu,train
5945,potrgati,Izpiši vse registrirane pomene besede potrgati.,"Pomeni besede **potrgati** so:
- Potrgati oblačila s sebe pomeni hitro in grobo odstraniti oblačila s telesa.",pomen,nastevanje_pomenov,train
574498,timbers,"Ali spada timbers med samostalnike moškega, ženskega ali srednjega spola?",Samostalnik **timbers** je moškega spola.,besedna_vrsta,spol_samostalnika,train
9619,zajamčiti,Prikaži oblike za Sedanjik glagola zajamčiti.,"Sedanjik glagola **zajamčiti**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | zajamčim | zajamčiva | zajamčimo |
| 2. oseba | zajamčiš | zajamčita | zajamčite |
| 3. oseba | zajamči | zajamčita | zajamčijo |",spreganje,spreganje_v_casu,train
442546,reprivatizacija,Zapiši lemo (osnovno obliko) za besedo reprivatizacijo.,Osnovna oblika (lema) besede **reprivatizacijo** je **reprivatizacija** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
650716,zabrekve,Katere slovnične lastnosti nosi oblika zabrekveju besede zabrekve?,"Oblika **zabrekveju** pri besedi *zabrekve* izraža:
- 3. Dajalnik (ednine)",sklanjanje,analiza_oblike,train
462065,cider,Koliko pomenov ima beseda cider?,"Beseda **cider** ima registrirana 1 pomen:
1. proizvod pridelan iz jabolk po posebnem tehnološkem postopku",pomen,stevilka_pomenov,train
27579,osemuren,Kateri sklon in število izraža oblika osemurnih pri besedi osemuren?,"Oblika **osemurnih** pri besedi *osemuren* izraža:
- pregibna oblika",sklanjanje,analiza_oblike,train
494454,nevroanatom,Katere besede imajo podoben pomen kot nevroanatom?,"Sopomenke besede **nevroanatom** so:
- nevroanatomist",sopomenke,navedi_sopomenke,train
53459,dirigent,"Kakšna je slovnična oblika besede dirigent v povedi: 'Trener je dirigent, povezuje igralce, žogo in igro, pri čemer mora delati brez napak.'?","V povedi *""Trener je dirigent, povezuje igralce, žogo in igro, pri čemer mora delati brez napak.""* nastopa beseda **dirigent** kot pregibna oblika (MSD: Somei) besede *dirigent*.",primeri_uporabe,analiza_oblike_v_povedi,train
16667,dramski,"V kateri obliki nastopa beseda dramski v povedi: 'Tudi v šoli se je glasbeno udejstvovala, zelo dejavna je bila v dramski skupini.'?","V povedi *""Tudi v šoli se je glasbeno udejstvovala, zelo dejavna je bila v dramski skupini.""* nastopa beseda **dramski** kot pregibna oblika (MSD: Ppnsdt) besede *dramski*.",primeri_uporabe,analiza_oblike_v_povedi,train
17656,fermentiran,Izpiši primere iz korpusa za besedo fermentiran.,"Primeri uporabe besede **fermentiran** v povedih:
- *Zdrava hrana je predvsem rastlinska z zmerno količino fermentiranih mlečnih izdelkov.*
- *Količina laktoze pa je v fermentiranih izdelkih nižja kot v mleku.*",primeri_uporabe,povedi_z_besedo,train
498060,kardeljansko,Kako poteka stopnjevanje besede kardeljansko?,"Stopnjevanje besede **kardeljansko**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | kardeljansko |
| 2. Primernik (Komparativ) | kardeljansko |
| 3. Presežnik (Superlativ) | kardeljansko |",stopnjevanje,vse_stopnje,train
61481,iztegovalka,"Izpiši nekaj povedi, ki vsebujejo besedo iztegovalka.","Primeri uporabe besede **iztegovalka** v povedih:
- *Teniški komolec je posledica ponavljajoče se čezmerne obremenitve mišic iztegovalk prstov in zapestja.*",primeri_uporabe,povedi_z_besedo,train
99048,zds,Prikaži pregled sklanjatvenih oblik besede zds.,"Sklanjatvena tabela za samostalnik **zds**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | zds | / | / |
| 2. Rodilnik | zdss / zdsja / zds-ja | / | / |
| 3. Dajalnik | zds-ju / zdsju | / | / |
| 4. Tožilnik | zds | / | / |
| 5. Mestnik | pri zds-ju / pri zdsju | / | / |
| 6. Orodnik | z zdsjem / z zds-jem | / | / |",sklanjanje,celotna_sklanjatev,train
38673,zaripel,Razvrsti in naštej pomene besede zaripel.,"Pomeni besede **zaripel** so:
- Kdor je zaripel, ima rdeč obraz.",pomen,nastevanje_pomenov,train
46198,zares,Stopnjuj besedo zares.,"Stopnjevanje besede **zares**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | zares |
| 2. Primernik (Komparativ) | zares |
| 3. Presežnik (Superlativ) | zares |",stopnjevanje,vse_stopnje,train
553990,milijonar,Izpiši soznačilne besede za milijonar.,"Sopomenke besede **milijonar** so:
- bogataš",sopomenke,navedi_sopomenke,train
33917,skorjast,Koliko pomenov ima beseda skorjast?,"Beseda **skorjast** ima registrirana 1 pomen:
1. Kar je skorjasto, ima trdo, hrustljavo zunanjo plast.",pomen,stevilka_pomenov,train
4405,osrečiti,Navedi spreganje glagola osrečiti v sedanjiku.,"Sedanjik glagola **osrečiti**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | osrečim | osrečiva | osrečimo |
| 2. oseba | osrečiš | osrečita | osrečite |
| 3. oseba | osreči | osrečita | osrečijo |",spreganje,spreganje_v_casu,train
529915,doping,Navedi sinonime za besedo doping.,"Sopomenke besede **doping** so:
- jemanje poživil
- jemanje nedovoljenih poživil
- nedovoljeno poživilo
- prepovedano poživilo
- poživilo
- jemanje mamil
- uživanje mamil",sopomenke,navedi_sopomenke,train
5626,porabiti,Kako se glasi velelnik glagola porabiti?,"Neosebne in posebne oblike glagola **porabiti**:
- Nedoločnik: **porabiti**
- Namenilnik: **porabit**
",spreganje,neosebne_oblike,train
623129,monticello,Kakšnega spola je samostalnik monticello?,Samostalnik **monticello** je moškega spola.,besedna_vrsta,spol_samostalnika,train
947,doseči,"Določi slovnične lastnosti besede doseči v stavku 'V življenju se počutim, kot da ne morem doseči dna.'.","V povedi *""V življenju se počutim, kot da ne morem doseči dna.""* nastopa beseda **doseči** kot pregibna oblika (MSD: Ggdn) besede *doseči*.",primeri_uporabe,analiza_oblike_v_povedi,train
78987,podoba,Napiši obrazložitev pomena besede podoba.,"Beseda **podoba** ima naslednje pomene:
- Podoba je grobo izdelan lik, ki ponazarja človeka, do katerega čutimo velik odpor.
- Podoba kraja ali organizacije je njun zunanji videz.
- Podoba je oblika osebe, ki je ne vidimo jasno.
- Kadar pravimo, da je nekdo na primer junaška podoba, mislimo, da ima lastnosti, značilne za junake.
- Če imate podobo nekoga ali nečesa, imate sliko ali idejo o tem v svojem umu.
- Podoba osebe ali organizacije je način, kako se kaže drugim ljudem.
- Podoba je slika ali odsev nekoga ali nečesa.
- Če je neka slika dobra podoba nekoga, je videti zelo podobna tej osebi.
- Kadar ima človek podobo nečesa, si to predstavlja ali vidi v mislih.
- Podoba so okoliščine ali dogodek, ki ljudi privede do tega, da se začnejo zavedati določenega vidika neke osebe ali stvari.
- Sliko ali kip nekega človeka lahko opišemo kot podobo te osebe.
- Podoba nečesa, kot sta načrt ali organizacija, je njegova struktura in velikost.",pomen,razlaga_pomena,train
511603,odškrinjati,Kako se po osebah sprega glagol odškrinjati v sedanjiku?,"Sedanjik glagola **odškrinjati**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | odškrinjam | odškrinjava | odškrinjamo |
| 2. oseba | odškrinjaš | odškrinjata | odškrinjate |
| 3. oseba | odškrinja | odškrinjata | odškrinjajo |",spreganje,spreganje_v_casu,train
92840,tečnoba,Poišči pogoste kolokacije za besedo tečnoba.,"Tipične kolokacije z besedo **tečnoba**:
- Tečnoba v hlačah
- prava tečnoba
- stara tečnoba
- mala tečnoba
- največja tečnoba",kolokacije,navedi_kolokacije,train
9313,vrveti,Katere so najbolj znane kolokacije besede vrveti?,"Tipične kolokacije z besedo **vrveti**:
- vrveti od življenja
- Ljudje vrvijo
- življenje vrvi
- mesto vrvi
- začeti vrveti
- vrveti od ljudi
- vrveti od dogajanja
- vrveti v času
- tam vrveti
- vrveti kot mravljišču",kolokacije,navedi_kolokacije,train
84742,rangiranje,Analiziraj rabo besede rangiranje v povedi: 'Podobno tudi danes tako popularno rangiranje univerz po kvaliteti upošteva skoraj izključno znanstvene dosežke.'.,"V povedi *""Podobno tudi danes tako popularno rangiranje univerz po kvaliteti upošteva skoraj izključno znanstvene dosežke.""* nastopa beseda **rangiranje** kot pregibna oblika (MSD: Sosei) besede *rangiranje*.",primeri_uporabe,analiza_oblike_v_povedi,train
519446,agriturizem,"Povej, kakšnega spola je beseda agriturizem.",Samostalnik **agriturizem** je moškega spola.,besedna_vrsta,spol_samostalnika,train
654681,afanasijev,"Razloži, v katerem sklonu in številu je oblika afanasijeve besede afanasijev.","Oblika **afanasijeve** pri besedi *afanasijev* izraža:
- 4. Tožilnik (množine)",sklanjanje,analiza_oblike,train
4037,oklestiti,"Ali je oklestiti dovršni, nedovršni ali dvovidski glagol?",Beseda **oklestiti** je dovršni glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
30861,prevraten,Koliko leksikalnih pomenov vsebuje beseda prevraten?,"Beseda **prevraten** ima registrirana 1 pomen:
1. Kar je prevratno, naj bi oslabilo ali porušilo politični sistem ali vlado.",pomen,stevilka_pomenov,train
495591,izboklo,Kako poteka stopnjevanje besede izboklo?,"Stopnjevanje besede **izboklo**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | izboklo |
| 2. Primernik (Komparativ) | izboklo |
| 3. Presežnik (Superlativ) | izboklo |",stopnjevanje,vse_stopnje,train
52504,datum,Kako se beseda datum uporablja v stavkih?,"Primeri uporabe besede **datum** v povedih:
- *Točen datum obiska bodo določili v prihodnjih dneh.*
- *Veljavnost bonov je 3 mesece od datuma nakupa.*
- *Prosim, napišite celoten datum na pismo.*
- *Prosim, da mi pomagate razširiti zgled v celotno poved: ""Napisati datum na pismo.""Poprosim, da natančno zapišete datum na vrhu pisma.*
- *Prosimo, navedite svoj datum rojstva.*",primeri_uporabe,povedi_z_besedo,train
691981,ljubiši,Navedi vse sklone besede ljubiši.,"Sklanjatvena tabela za samostalnik **ljubiši**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | ljubiši | ljubišija | ljubišiji |
| 2. Rodilnik | ljubišija | / | ljubišijev |
| 3. Dajalnik | ljubišiju | ljubišijema | ljubišijem |
| 4. Tožilnik | ljubišija | ljubišija | ljubišije |
| 5. Mestnik | pri ljubišiju | pri ljubišijih | pri ljubišijih |
| 6. Orodnik | z ljubišijem | z ljubišijema | z ljubišiji |",sklanjanje,celotna_sklanjatev,train
